Code INSEE;Population DGF 2014;Population DGF 2015;Inéligibilité 2016;Population DGF 2016;Communes Urbaines;PF 2015;PF 2016;Eligibilité (PF<1005?);Inéligibilité 2017;EPCI-FP;Eau Potable;AssainissementCollectif;AssainissementNon Collectif;Milieux Aquatiques;S(km2);ZoneRouge;Décompte
55401;412;414;;425;;500;485;VRAI;;CC Sammiellois;SIE Chauvoncourt - Les Paroches;;CC Sammiellois;CC Sammiellois;10.2;;1
55403;74;72;;70;;460;492;VRAI;;Damvillers-Spincourt;SM Mangiennes;;SM Mangiennes;CC Damvillers-Spincourt;4.9;;1
55404;304;327;;325;;466;492;VRAI;;CC Triaucourt - Aire et Meuse;SIE Vallée de l''Aire;CC Aire et Meuse;CC Aire et Meuse;SM3A;17.6;;1
55405;249;262;;274;;413;406;VRAI;;Damvillers-Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;CC Damvillers-Spincourt;15.4;;1
55406;100;106;;109;;478;490;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;5.2;;1
55407;150;146;;145;;497;534;VRAI;;Commercy - Void - Vaucouleurs;;;CC Pays de Commercy;Commercy - Void - Vaucouleurs;3.6;;1
55408;242;242;;234;;457;487;VRAI;;CC Stenay - Val Dunois;;;CC Pays de Stenay;CC Stenay - Val Dunois;11.8;;1
55409;66;67;;69;;632;622;VRAI;;CC Triaucourt - Aire et Meuse;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SMAVAS;9.9;;1
55410;176;171;;172;;456;452;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;12.5;;1
55442;279;280;x;285;;1 177;1165;FAUX;x;CC Triaucourt - Aire et Meuse;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SM3A;19.2;;1
55411;102;101;;102;;548;538;VRAI;;Val de Meuse Voie Sacrée;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;Val de Meuse Voie Sacrée;18.4;;1
55412;201;204;;211;;429;412;VRAI;;Côtes de Meuse Woëvre;SIE Trey-Saint-Jean (54);;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;14.9;;1
55414;213;215;;214;;576;613;VRAI;;COPARY;COPARY;COPARY;COPARY;COPARY;10;;1
55415;87;89;;95;;438;415;VRAI;;CC Sammiellois;;;CC Sammiellois;CC Sammiellois;14.1;;1
55416;242;238;;232;;511;513;VRAI;;Argonne Meuse;;;SM Germain Guérard;SM3A;15.4;;1
55419;185;183;;184;;418;417;VRAI;;Argonne Meuse;;;SM Germain Guérard;SM3A;6.8;;1
55420;79;79;;81;;519;494;VRAI;;Val de Meuse Voie Sacrée;;;SM Germain Guérard;Val de Meuse Voie Sacrée;14.4;;1
55421;76;76;x;77;;2 381;2369;FAUX;x;Commercy - Void - Vaucouleurs;SIVOM Source Godion;;SIVOM Source Godion;Commercy - Void - Vaucouleurs;9.4;;1
55422;49;50;;50;;416;404;VRAI;;Argonne Meuse;SIE du BREUIL;;CC Argonne Meuse;CC Argonne Meuse;3.8;;1
55423;348;353;;356;;520;513;VRAI;;CC Triaucourt - Aire et Meuse;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SMAVAS;22.3;;1
55424;70;72;;65;;590;664;VRAI;;COPARY;COPARY;COPARY;COPARY;COPARY;2.7;;1
55425;158;153;;149;;440;438;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;9.7;;1
55426;437;432;;429;;607;636;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;8.4;;1
55427;3 134;3 091;;3072;;876;902;VRAI;;COPARY;COPARY;COPARY;COPARY;COPARY;19.3;;1
55428;133;135;;127;;454;506;VRAI;;Damvillers-Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;CC Damvillers-Spincourt;11;;1
55429;50;48;;46;;610;642;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;3.4;;1
55430;116;117;;115;;174;186;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIE Vallée de l''Orge;SIE Vallée de l''Orge;SIE Vallée de l''Orge;CC Val d''Ornois Haute Saulx et Perthois;12.5;;1
55431;67;66;;65;;476;486;VRAI;;Côtes de Meuse Woëvre;SIE Trey-Saint-Jean (54);;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;6.2;;1
55433;418;423;;419;;469;488;VRAI;;Commercy - Void - Vaucouleurs;SIE des 2 Rigny;;;Commercy - Void - Vaucouleurs;10.3;;1
55434;61;63;;64;;624;1076;FAUX;T;Commercy - Void - Vaucouleurs;SIE des 2 Rigny;;;Commercy - Void - Vaucouleurs;16.1;;1
55435;852;859;;861;;585;613;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;7.3;;1
55436;40;39;;38;;485;474;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIE Vaudeville les Roises;SIE Vaudeville les Roises;CC Val d''Ornois;CC Val d''Ornois Haute Saulx et Perthois;3.9;;1
55437;120;118;;118;;606;622;VRAI;;Damvillers-Spincourt;SM Mangiennes;;SM Mangiennes;CC Damvillers-Spincourt;14.2;;1
55438;217;217;;219;;434;421;VRAI;;Argonne Meuse;SIE Pays de Mautfaucon;;CC Argonne Meuse;CC Argonne Meuse;15.7;;1
55439;102;103;;103;;336;339;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;2.6;;1
55443;785;732;;673;;283;304;VRAI;;CC Pays d''Etain;SIE PIENNES (54);;CC Pays d''Etain;CC Pays d''Etain;16.7;;1
55444;193;192;;190;;461;469;VRAI;;CC Sammiellois;SIE Maizey;;CC Sammiellois;CC Sammiellois;6.1;;1
55445;210;208;;206;;494;511;VRAI;;Damvillers-Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;CC Damvillers-Spincourt;12.2;;1
55446;102;102;;98;;931;970;VRAI;;CA Bar-le-Duc;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;CA Bar-le-Duc;6.3;;1
55447;384;383;;380;;563;572;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIVOM 4 CANTONS;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Val d''Ornois Haute Saulx et Perthois;20.4;;1
55448;58;61;;60;;544;589;VRAI;;CC Triaucourt - Aire et Meuse;;CC Aire et Meuse;CC Aire et Meuse;CC Triaucourt - Aire et Meuse;6.3;;1
55449;307;301;;308;;555;557;VRAI;;Val de Meuse Voie Sacrée;;SIA de la Dieue;SIA de la Dieue;Val de Meuse Voie Sacrée;17.1;;1
55450;59;57;;56;;429;423;VRAI;;Damvillers-Spincourt;;;;CC Damvillers-Spincourt;5.5;;1
55452;83;84;;85;;578;665;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;6.1;;1
55453;63;65;;65;;446;460;VRAI;;Val de Meuse Voie Sacrée;;;SM Germain Guérard;SM3A;9.3;;1
55454;178;179;x;180;;1 189;1194;FAUX;x;Commercy - Void - Vaucouleurs;SIVOM Source Godion;;SIVOM Source Godion;Commercy - Void - Vaucouleurs;14.2;;1
55456;283;285;;284;;796;803;VRAI;;Commercy - Void - Vaucouleurs;;;;Commercy - Void - Vaucouleurs;7.7;;1
55457;213;213;;203;;412;443;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;11.1;;1
55458;346;357;;370;;413;399;VRAI;;CC Pays d''Etain;SIE LAFFON DE LADEBAT;SIA de l''Orne;CC Pays d''Etain;CC Pays d''Etain;10.3;;1
55459;253;247;;247;;466;468;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SM Tréveray Saint-Joire;SM Tréveray Saint-Joire;CC Val d''Ornois;CC Val d''Ornois Haute Saulx et Perthois;18.3;;1
55460;145;155;;157;;450;461;VRAI;;Côtes de Meuse Woëvre;SIE Liouville - Saint-Julien;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;5;;1
55461;517;513;;519;;364;371;VRAI;;Damvillers-Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;CC Damvillers-Spincourt;16.8;;1
55462;439;436;;430;;523;535;VRAI;;Côtes de Meuse Woëvre;;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;9.3;;1
55463;4 637;4 493;;4424;;727;734;VRAI;;CC Sammiellois;;;CC Sammiellois;CC Sammiellois;33;;1
55464;167;170;;172;;448;470;VRAI;;Damvillers-Spincourt;SIE PIERREPONT;;SM Mangiennes;CC Damvillers-Spincourt;11.1;;1
55465;104;112;;115;;309;313;VRAI;;CC Fresnes en Woevre;;;CC Fresnes en Woevre;CC Fresnes en Woevre;8;;1
55466;322;319;;312;;554;610;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;16.7;;1
55468;85;89;;94;;527;767;VRAI;;CA Verdun;SIE du BREUIL;CA Verdun;CA Verdun;CA Verdun;6.2;;1
55467;768;769;;770;;490;503;VRAI;;CC Sammiellois;;;CC Sammiellois;CC Sammiellois;20.5;;1
55469;140;141;;138;;497;511;VRAI;;CC Stenay - Val Dunois;SIE VAL DUNOIS;CC Val Dunois;CC Val Dunois;CC Stenay - Val Dunois;4.3;;1
55470;206;205;;208;;569;577;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIE Brillon-Haironville-Saudrupt;;;CC Val d''Ornois Haute Saulx et Perthois;7.8;;1
55471;130;129;;128;;535;554;VRAI;;CC Stenay - Val Dunois;SIE Beauclair;CC Val Dunois;CC Val Dunois;CC Stenay - Val Dunois;6.9;;1
55472;136;135;;129;;898;958;VRAI;;Commercy - Void - Vaucouleurs;SIVOM Source Godion;;SIVOM Source Godion;Commercy - Void - Vaucouleurs;22.4;;1
55473;145;136;;134;;479;501;VRAI;;CC Fresnes en Woevre;;;CC Fresnes en Woevre;CC Fresnes en Woevre;7.8;;1
55474;310;301;;287;;384;408;VRAI;;Commercy - Void - Vaucouleurs;;;;Commercy - Void - Vaucouleurs;17.5;;1
55475;67;69;;69;;435;448;VRAI;;Commercy - Void - Vaucouleurs;SIVOM Source Godion;;SIVOM Source Godion;Commercy - Void - Vaucouleurs;7.8;;1
55476;503;503;x;504;;1 596;1631;FAUX;x;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;5.2;;1
55477;478;469;;454;;431;446;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIVOM 4 CANTONS;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Val d''Ornois Haute Saulx et Perthois;10.1;;1
55479;205;201;;196;;441;465;VRAI;;CC Triaucourt - Aire et Meuse;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;CC Triaucourt - Aire et Meuse;11.7;;1
55481;318;318;;321;;483;493;VRAI;;Damvillers-Spincourt;SIE PIENNES (54);;SIE PIENNES (54);CC Damvillers-Spincourt;19.9;;1
55482;100;95;;91;;469;481;VRAI;;Val de Meuse Voie Sacrée;;;SM Germain Guérard;Val de Meuse Voie Sacrée;14.9;;1
55484;54;55;x;53;;1 893;1948;FAUX;x;Argonne Meuse;SIE Pays de Mautfaucon;;CC Argonne Meuse;CC Argonne Meuse;8.9;;1
55485;94;91;;90;;420;458;VRAI;;Commercy - Void - Vaucouleurs;;;;Commercy - Void - Vaucouleurs;6.3;;1
55517;540;540;;553;;532;528;VRAI;;CC Triaucourt - Aire et Meuse;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SMAVAS;25.4;;1
55487;101;100;;107;;505;490;VRAI;;CC Sammiellois;;;CC Sammiellois;CC Sammiellois;4.6;;1
55488;187;186;;179;;571;656;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;3.8;;1
55489;274;277;;283;;427;657;VRAI;;CA Verdun;SIE Sivry-la-Perche;CA Verdun;CA Verdun;CA Verdun;12.2;;1
55490;426;431;;438;;543;550;VRAI;;CC Stenay - Val Dunois;SIE VAL DUNOIS;CC Val Dunois;CC Val Dunois;CC Stenay - Val Dunois;22.2;;1
55492;969;975;;981;;548;552;VRAI;;Val de Meuse Voie Sacrée;;SIA de la Dieue;SIA de la Dieue;Val de Meuse Voie Sacrée;33.6;;1
55493;207;208;;206;;576;613;VRAI;;COPARY;COPARY;COPARY;COPARY;COPARY;18.8;;1
55494;505;501;;494;;577;586;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIVOM 4 CANTONS;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Val d''Ornois Haute Saulx et Perthois;10.2;;1
55495;267;280;;271;;342;370;VRAI;;Damvillers-Spincourt;SM Mangiennes;;SM Mangiennes;CC Damvillers-Spincourt;12.4;;1
55496;1 049;1 083;;1089;;990;970;VRAI;;Commercy - Void - Vaucouleurs;;;;Commercy - Void - Vaucouleurs;21.7;;1
55497;340;349;x;355;;995;976;VRAI;;Val de Meuse Voie Sacrée;SIE Sivry-la-Perche;;SM Germain Guérard;SM3A;21.8;;1
55498;379;377;;379;;783;797;VRAI;;Val de Meuse Voie Sacrée;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SM3A;26.6;;1
55500;876;869;;868;;492;512;VRAI;;Damvillers-Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;CC Damvillers-Spincourt;27.3;;1
55501;423;444;;452;;446;454;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIVOM 4 CANTONS;;;CC Val d''Ornois Haute Saulx et Perthois;20.9;;1
55502;2 927;2 902;;2883;;955;953;VRAI;;CC Stenay - Val Dunois;;;CC Pays de Stenay;CC Stenay - Val Dunois;27.2;;1
55503;174;171;;166;;361;368;VRAI;;Commercy - Void - Vaucouleurs;SIE Taillancourt-Montbras;;SIE Taillancourt-Montbras;Commercy - Void - Vaucouleurs;11.1;;1
55504;411;404;;399;;633;660;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;13.3;;1
55505;3 133;3 129;x;3147;OUI;787;766;VRAI;x;CA Verdun;;CA Verdun;CA Verdun;CA Verdun;12.1;;1
55506;41;40;;38;;660;662;VRAI;;CC Triaucourt - Aire et Meuse;;CC Aire et Meuse;CC Aire et Meuse;CC Triaucourt - Aire et Meuse;13;;1
55507;268;263;;258;;299;316;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;3.7;;1
55508;281;289;;290;;390;407;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;9.5;;1
55510;155;158;;157;;407;406;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;5.4;;1
55509;298;304;;294;;348;362;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;11.4;;1
55511;163;163;;164;;409;412;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;6.1;;1
55512;295;298;;300;;293;283;VRAI;;Val de Meuse Voie Sacrée;SIE Tilly et Villers;;SM Germain Guérard;Val de Meuse Voie Sacrée;13.7;;1
55514;653;644;;637;;603;630;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;11.9;;1
55515;81;75;;75;;407;408;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;4;;1
55516;645;639;;630;;588;597;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SM Tréveray Saint-Joire;SM Tréveray Saint-Joire;CC Val d''Ornois;CC Val d''Ornois Haute Saulx et Perthois;17.2;;1
55254;140;144;x;141;;1 174;1244;FAUX;x;CC Triaucourt - Aire et Meuse;SM Germain Guérard;;SM Germain Guérard;SM3A;16.5;;1
55519;1 601;1 586;x;1569;;1 019;1103;FAUX;x;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;12.6;;1
55520;437;438;;440;;378;379;VRAI;;Commercy - Void - Vaucouleurs;;;;Commercy - Void - Vaucouleurs;17.2;;1
55521;268;272;;280;;424;422;VRAI;;CC Sammiellois;SIE LAFFON DE LADEBAT;;CC Sammiellois;CC Sammiellois;13.1;;1
55522;109;109;;111;;428;424;VRAI;;Commercy - Void - Vaucouleurs;;;;Commercy - Void - Vaucouleurs;4.3;;1
55523;148;163;;170;;579;866;VRAI;;CA Verdun;SIE La Forestière;CA Verdun;CA Verdun;CA Verdun;7.3;;1
55525;73;75;x;81;;1 016;933;VRAI;;Val de Meuse Voie Sacrée;SIE Lemmes-Osches-Vadelaincourt;;SM Germain Guérard;SM3A;5.4;;1
55526;273;277;;276;;394;436;VRAI;;Commercy - Void - Vaucouleurs;;;CC Pays de Commercy;Commercy - Void - Vaucouleurs;5.2;;1
55530;117;111;;110;;826;836;VRAI;;Côtes de Meuse Woëvre;;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;17.1;;1
55366;1 027;1 015;;1020;;678;699;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;24.2;;1
55527;699;697;;696;;576;714;VRAI;;Argonne Meuse;;;CC Argonne Meuse;SM3A;11.8;;1
55528;60;63;;63;;573;558;VRAI;;Côtes de Meuse Woëvre;SIE LAFFON DE LADEBAT;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;6.4;;1
55531;297;308;;312;;614;635;VRAI;;COPARY;COPARY;COPARY;COPARY;COPARY;7.9;;1
55532;339;339;;339;;456;457;VRAI;;CC Triaucourt - Aire et Meuse;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;CC Triaucourt - Aire et Meuse;22.6;;1
55533;2 100;2 088;;2088;;627;628;VRAI;;Commercy - Void - Vaucouleurs;;SIVU des 7 Ponts;;Commercy - Void - Vaucouleurs;39.4;;1
55534;73;72;x;69;;1 917;2119;FAUX;x;CC Val d''Ornois Haute Saulx et Perthois;SIE Vaudeville les Roises;SIE Vaudeville les Roises;CC Val d''Ornois;CC Val d''Ornois Haute Saulx et Perthois;9.7;;1
55535;80;79;;79;;467;509;VRAI;;Damvillers-Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;CC Damvillers-Spincourt;6;;1
55536;30;29;;29;;894;891;VRAI;;Argonne Meuse;;;CC Argonne Meuse;SM3A;8.1;;1
55537;75;72;;71;;598;951;VRAI;;CA Verdun;;CA Verdun;CA Verdun;CA Verdun;6.6;;1
55540;63;61;;61;;521;530;VRAI;;CC Sammiellois;;;CC Sammiellois;CC Sammiellois;10.5;;1
55541;503;504;;505;;611;642;VRAI;;CA Bar-le-Duc;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;CA Bar-le-Duc;15.9;;1
55543;944;932;x;934;;1 136;1202;FAUX;x;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;10.7;;1
55544;170;177;;179;;354;347;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;4.4;;1
55545;19 586;19 624;x;19230;OUI;935;852;VRAI;x;CA Verdun;;CA Verdun;CA Verdun;CA Verdun;31;;1
55546;223;221;;218;;345;344;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;6.2;;1
55547;141;140;;132;;335;358;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;4;;1
55549;115;118;;119;;478;484;VRAI;;Argonne Meuse;;;CC Argonne Meuse;SM3A;11.7;;1
55551;1 747;1 735;;1752;;690;693;VRAI;;Côtes de Meuse Woëvre;SIE LAFFON DE LADEBAT;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;62.6;;1
55552;100;96;;94;;384;389;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;4.6;;1
55553;1 363;1 351;;1346;;492;543;VRAI;;Commercy - Void - Vaucouleurs;;;CC Pays de Commercy;Commercy - Void - Vaucouleurs;16;;1
55554;267;273;;275;;311;321;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;SIAC;7.2;;1
55555;27;26;;29;;833;753;VRAI;;CC Triaucourt - Aire et Meuse;SIE Villote/Gimécourt;CC Aire et Meuse;CC Aire et Meuse;SM3A;6.1;;1
55556;54;54;;53;;505;508;VRAI;;Damvillers-Spincourt;;;;CC Damvillers-Spincourt;4.2;;1
55557;138;140;;137;;741;808;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;14.2;;1
55559;39;38;x;36;;1 607;1701;FAUX;x;Commercy - Void - Vaucouleurs;;;SIVOM Source Godion;Commercy - Void - Vaucouleurs;6.5;;1
55560;140;137;;141;;610;621;VRAI;;COPARY;COPARY;COPARY;COPARY;COPARY;6.1;;1
55561;68;66;;65;;665;683;VRAI;;CC Stenay - Val Dunois;SIE VAL DUNOIS;CC Val Dunois;CC Val Dunois;CC Stenay - Val Dunois;8;;1
55562;145;145;;145;;129;116;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIE Hévilliers;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Val d''Ornois Haute Saulx et Perthois;7;;1
55563;82;80;;78;;459;504;VRAI;;Damvillers-Spincourt;SM Mangiennes;;SM Mangiennes;CC Damvillers-Spincourt;8.2;;1
55565;67;73;;75;;419;403;VRAI;;CC Fresnes en Woevre;SIE du SOIRON (54);;CC Fresnes en Woevre;CC Fresnes en Woevre;6.1;;1
55566;287;291;;300;;347;342;VRAI;;Val de Meuse Voie Sacrée;SIE Tilly et Villers;;SM Germain Guérard;Val de Meuse Voie Sacrée;7.3;;1
55567;121;127;;132;;636;620;VRAI;;Val de Meuse Voie Sacrée;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SM3A;9.6;;1
55568;316;309;;309;;427;419;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SM Lisle en Rigault;SM Lisle en Rigault;;CC Val d''Ornois Haute Saulx et Perthois;4.1;;1
55569;170;170;;173;;445;457;VRAI;;CC Triaucourt - Aire et Meuse;COPARY;COPARY;SM Germain Guérard;CC Triaucourt - Aire et Meuse;11.2;;1
55570;197;203;;209;;560;551;VRAI;;CC Triaucourt - Aire et Meuse;SIE Villote/Gimécourt;CC Aire et Meuse;CC Aire et Meuse;SM3A;14;;1
55571;240;241;;246;;558;556;VRAI;;CC Stenay - Val Dunois;;CC Val Dunois;CC Val Dunois;CC Stenay - Val Dunois;15.4;;1
55572;90;88;;86;;461;493;VRAI;;Damvillers-Spincourt;SM Mangiennes;;SM Mangiennes;CC Damvillers-Spincourt;8.2;;1
55573;1 719;1 717;;1703;;625;631;VRAI;;Commercy - Void - Vaucouleurs;;;;Commercy - Void - Vaucouleurs;35.6;;1
55574;71;68;;61;;421;438;VRAI;;CC Val d''Ornois Haute Saulx et Perthois;SIE des Vouthons;;CC Val d''Ornois;CC Val d''Ornois Haute Saulx et Perthois;7.2;;1
55575;80;81;x;79;;1 544;1570;FAUX;x;CC Val d''Ornois Haute Saulx et Perthois;SIE des Vouthons;;CC Val d''Ornois;CC Val d''Ornois Haute Saulx et Perthois;13.2;;1
55577;67;65;;65;;643;731;VRAI;;CC Triaucourt - Aire et Meuse;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SMAVAS;6.2;;1
55578;217;214;;213;;449;463;VRAI;;CC Pays d''Etain;SIE LAFFON DE LADEBAT;;CC Pays d''Etain;CC Pays d''Etain;5;;1
55579;113;116;;117;;405;410;VRAI;;CC Fresnes en Woevre;;;CC Fresnes en Woevre;CC Fresnes en Woevre;6.4;;1
55580;47;49;;50;;524;534;VRAI;;Damvillers-Spincourt;;;SM Mangiennes;CC Damvillers-Spincourt;5.3;;1
55581;134;127;;121;;786;815;VRAI;;Commercy - Void - Vaucouleurs;SIVOM Source Godion;;SIVOM Source Godion;Commercy - Void - Vaucouleurs;7.9;;1
55582;125;122;;121;;494;506;VRAI;;CC Stenay - Val Dunois;SIE Beauclair;;CC Pays de Stenay;CC Stenay - Val Dunois;5.7;;1
55583;195;196;;202;;496;536;VRAI;;CC Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;13.2;;1
55584;127;126;;132;;514;507;VRAI;;CC Triaucourt - Aire et Meuse;;CC Aire et Meuse;CC Aire et Meuse;CC Triaucourt - Aire et Meuse;15.3;;1
55586;96;96;;98;;638;635;VRAI;;Côtes de Meuse Woëvre;SIE Trey-Saint-Jean (54);;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;14.5;;1
